name,rank,net_worth,age,gender,country,state,city,category,self_made,title,source,position_change,cpi_country,cpi_change_country,gdp_country,gdp_change_country,gross_primary_enrlmt_country,gross_tertiary_enrlmt_country,life_expectancy_country,population_country,unemployment_rate_country,latitude_country,longitude_country
Rajendra Agarwal,2133,1300,64,M,India,NA,Mumbai,Healthcare,TRUE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Chirayu Amin,2133,1300,76,M,India,NA,Baroda,Healthcare,FALSE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Anant Asavabhokhin,2133,1300,72,M,Thailand,NA,Bangkok,Real Estate,TRUE,NA,Real estate,E,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Roman Avdeev,2133,1300,55,M,Russia,NA,Moscow,Finance & Investments,TRUE,NA,"Banking, development",R,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Ziv Aviram,2133,1300,64,M,Israel,NA,Mevaseret Zion,Automotive,TRUE,NA,Automotive technology,D,113.9397968,4.795366099999995,525000000000,35292000000,96.31256866,96.31256866,82.7,9557500,3.695,31.046051,34.851612
Sachin Bansal,2133,1300,41,M,India,NA,Bangalore,Fashion & Retail,TRUE,NA,Flipkart,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Kiki Barki,2133,1300,83,M,Indonesia,NA,Jakarta,Energy,TRUE,NA,Coal,D,163.0717524,6.5871621999999945,1319080000000,132570000000,100.6449929,100.6449929,68.25,278830529,3.462,-0.789275,113.921327
Elena Baturina,2133,1300,60,F,United Kingdom,NA,London,Construction & Engineering,TRUE,NA,"Investments, real estate",D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Banwari Lal Bawri,2133,1300,70,M,India,NA,Mumbai,Healthcare,TRUE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Othman Benjelloun & family,2133,1300,90,M,Morocco,NA,Casablanca,Finance & Investments,FALSE,NA,"Banking, insurance",E,120.9701767,7.5504020999999995,130952000000,-11070000000,114.1699905,114.1699905,74.973,37329064,9.494,31.791702,-7.09262
Hari Bhartia,2133,1300,66,M,India,NA,Delhi,Diversified,FALSE,NA,Diversified,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Shyam Bhartia,2133,1300,70,M,India,NA,Delhi,Healthcare,FALSE,NA,"Pharmaceuticals, food",D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Stewart Butterfield,2133,1300,50,M,United States,Colorado,Aspen,Technology,TRUE,Cofounder and CEO,Messaging software,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Cai Mingtong,2133,1300,71,M,China,NA,Quanzhou,Technology,TRUE,NA,Electronic components,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Anthony Casalena,2133,1300,40,M,United States,Maryland,Monkton,Technology,TRUE,NA,Software,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Chang Jianming & family,2133,1300,58,M,China,NA,Shanghai,Manufacturing,TRUE,NA,Industrial equipment,N,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Richard Chang,2133,1300,76,M,Taiwan,NA,Taipei,Real Estate,TRUE,NA,"Real estate, electronics",D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
Chen Xuehua,2133,1300,62,M,China,NA,Tongxiang,Metals & Mining,TRUE,NA,Minerals processing,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Chen Yin,2133,1300,50,M,China,NA,Shanghai,Manufacturing,TRUE,NA,Power tools,N,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Chin Jong Hwa,2133,1300,64,M,Taiwan,NA,Taoyuan,Automotive,TRUE,NA,Auto parts,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
R. Marcelo Claure,2133,1300,52,M,United States,Florida,Miami Beach,Telecom,TRUE,NA,Cell phone distribution,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Alberto Cortina,2133,1300,77,M,Spain,NA,Madrid,Finance & Investments,TRUE,NA,Investments,E,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Eduardo Costantini,2133,1300,76,M,Argentina,NA,Buenos Aires,Real Estate,TRUE,NA,Real estate,D,NA,NA,632790000000,146226000000,108.7224121,108.7224121,76.064,45407904,6.805,-38.416097,-63.616672
Wenjun Dai,2133,1300,54,M,China,NA,Changsha,Food & Beverage,TRUE,NA,Food,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Anand Deshpande,2133,1300,60,M,India,NA,Pune,Technology,TRUE,NA,Technology,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Aydin Dogan,2133,1300,86,M,Turkey,NA,Istanbul,Media & Entertainment,TRUE,NA,Media,U,542.4388079,227.63266070000003,907118000000,87253000000,102.4877014,102.4877014,78.475,84979913,10.465,38.963745,35.243322
Annalisa Doris,2133,1300,52,F,Italy,NA,Segrate,Finance & Investments,FALSE,NA,Financial services,N,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Massimo Doris,2133,1300,55,M,Italy,NA,Milan,Finance & Investments,FALSE,NA,Financial services,N,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Weimin Du,2133,1300,59,M,China,NA,Shenzhen,Healthcare,TRUE,NA,Vaccines,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Timothy Dunn & family,2133,1300,67,M,United States,Texas,Midland,Energy,TRUE,NA,Energy,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Keiko Erikawa,2133,1300,74,F,Japan,NA,Yokohama City,Media & Entertainment,TRUE,NA,Video games,Split Family Fortune,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Yoichi Erikawa,2133,1300,72,M,Japan,NA,Yokohama City,Media & Entertainment,TRUE,NA,Video games,Split Family Fortune,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Philip Fayer,2133,1300,45,M,Canada,NA,Montreal,Finance & Investments,TRUE,NA,Online payments,D,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Marvy Finger,2133,1300,87,M,United States,Texas,Houston,Real Estate,TRUE,NA,Real estate,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Simona Giorgetta,2133,1300,45,F,Italy,NA,Milan,Construction & Engineering,FALSE,NA,Chemical products,E,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Joel Greenberg,2133,1300,65,M,United States,Pennsylvania,Gladwyne,Finance & Investments,TRUE,NA,"Trading, investments",N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
He Zhiping,2133,1300,59,M,China,NA,Shenzhen,Finance & Investments,TRUE,NA,Investments,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Heikki Herlin,2133,1300,36,M,Finland,NA,Helsinki,Manufacturing,FALSE,NA,"Elevators, escalators",U,123.3317901,8.201327400000011,280242000000,-13981000000,98.61901855,98.61901855,81.18780488,5556106,6.719,61.92411,25.748151
Hoi Kin Hong,2133,1300,70,M,China,NA,Shanghai,Real Estate,TRUE,NA,Real estate,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Lillyn Teh Li Hua,2133,1300,NA,F,NA,NA,NA,Finance & Investments,FALSE,NA,Finance,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregg Hymowitz,2133,1300,57,M,United States,New York,New York,Finance & Investments,TRUE,NA,Asset management,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mitchell Jacobson,2133,1300,72,M,United States,New York,Locust Valley,Service,FALSE,NA,Industrial equipment,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Anurang Jain,2133,1300,61,M,India,NA,Aurangabad,Manufacturing,TRUE,NA,Auto parts,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Jiang Guiting & family,2133,1300,64,M,China,NA,Dezhou,Manufacturing,TRUE,NA,Manufacturing,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jin Xin,2133,1300,56,M,China,NA,Fuxin,Manufacturing,TRUE,NA,Manufacturing,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Conni Jonsson,2133,1300,62,M,Sweden,NA,Stockholm,Finance & Investments,TRUE,NA,Asset management,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
George Joseph,2133,1300,101,M,United States,California,Los Angeles,Finance & Investments,TRUE,NA,Insurance,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Laurent Junique,2133,1300,57,M,Singapore,NA,Singapore,Technology,TRUE,NA,Call centers,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Zbigniew Juroszek & family,2133,1300,60,M,Poland,NA,Cieszyn,Diversified,TRUE,NA,"Real estate, gambling",U,141.8072466,17.881766200000015,695607000000,6437000000,100.5942688,100.5942688,77.30487805,36821749,2.811,51.919438,19.145136
Alexander Karp,2133,1300,55,M,United States,California,Palo Alto,Technology,TRUE,Cofounder and CEO,Software firm,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Joe Kiani,2133,1300,58,M,United States,California,Irvine,Healthcare,TRUE,Chairman and CEO,Medical devices,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Seth Klarman,2133,1300,65,M,United States,Massachusetts,Chestnut Hill,Finance & Investments,TRUE,Investor,Investments,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Kagemasa Kozuki,2133,1300,82,M,Japan,NA,Tokyo,Technology,TRUE,NA,Video games,D,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Michael Krasny,2133,1300,69,M,United States,Illinois,Highland Park,Technology,TRUE,Investor,Retail,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Eduard Kucera,2133,1300,70,M,Czech Republic,NA,Prague,Technology,TRUE,NA,Software,D,143.6122559,18.84070960000001,301831000000,10858000000,100.9753494,100.9753494,79.02926829,10672118,2.224,49.817492,15.472962
Kristo Käärmann,2133,1300,42,M,United Kingdom,NA,London,Finance & Investments,TRUE,Cofounder,"Payments, banking",U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Gary Lauder,2133,1300,60,M,United States,California,Atherton,Fashion & Retail,FALSE,NA,Estée Lauder,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Lee Hae-jin,2133,1300,55,M,South Korea,NA,Seoul,Technology,TRUE,NA,Internet,D,124.7095918,6.039719399999996,1673920000000,-144510000000,99.03336334,99.03336334,82.6804878,51672569,2.857,35.907757,127.766922
Art Levinson,2133,1300,73,M,United States,California,Hillsborough,Diversified,TRUE,NA,"Genentech, Apple",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Li Denghai,2133,1300,73,M,China,NA,Laizhou,Food & Beverage,TRUE,NA,Seed production,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Fengluan Li,2133,1300,61,F,China,NA,Ruzhou,Diversified,TRUE,NA,"Steel, diversified",E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Li Yongqing,2133,1300,58,M,China,NA,Hangzhou,Manufacturing,TRUE,NA,Petro Firbe,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Li Zhigang,2133,1300,46,M,China,NA,Wuhan,Manufacturing,TRUE,NA,Machinery,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Liu Gexin & family,2133,1300,71,M,China,NA,Chengdu,Healthcare,TRUE,NA,Pharmaceuticals,R,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Itamar Locks & family,2133,1300,68,M,Brazil,NA,Rondonopolis,Food & Beverage,FALSE,NA,Agribusiness,Split Family Fortune,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Lu Hongyan,2133,1300,45,M,China,NA,Xiamen,Media & Entertainment,TRUE,NA,Online games,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Lv Jianming,2133,1300,58,M,China,NA,Hangzhou,Healthcare,TRUE,NA,Medical equipment,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Blairo Maggi,2133,1300,66,M,Brazil,NA,Cuiaba,Food & Beverage,FALSE,NA,Agribusiness,Split Family Fortune,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Yasseen Mansour,2133,1300,61,M,Egypt,NA,Cairo,Diversified,TRUE,NA,Diversified,U,363.2548135,44.318332199999986,476748000000,52076000000,91.59017944,91.59017944,70.159,112618250,7.344,26.820553,30.802498
Charlwin Mao,2133,1300,NA,M,China,NA,Shanghai,Fashion & Retail,TRUE,NA,E-commerce,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
George Marcus,2133,1300,81,M,United States,California,Los Altos Hills,Real Estate,TRUE,NA,Real estate,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Yves-Loic Martin,2133,1300,57,M,France,NA,Nantes,Healthcare,TRUE,NA,Laboratory services,D,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Carsten Maschmeyer,2133,1300,63,M,Germany,NA,Munich,Finance & Investments,TRUE,NA,Finance services,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Lillian Teh Li Ming,2133,1300,NA,F,NA,NA,NA,Finance & Investments,FALSE,NA,Banking,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martin Moller Nielsen,2133,1300,58,M,Switzerland,NA,Lugano,Logistics,TRUE,NA,Aircraft leasing,E,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Jahm Najafi,2133,1300,60,M,United States,Arizona,Paradise Valley,Finance & Investments,TRUE,NA,Investments,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Randal Nardone,2133,1300,67,M,United States,New York,New York,Finance & Investments,TRUE,NA,"Investments, energy",E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Nguyen Dang Quang,2133,1300,59,M,Vietnam,NA,Ho Chi Minh City,Food & Beverage,TRUE,NA,"Consumer products, banking",D,177.3058411,5.425418400000012,410324000000,43849000000,123.1337238,123.1337238,74.58,99680655,1.523,14.058324,108.277199
Kazuo Okada,2133,1300,80,M,Japan,NA,Tokyo,Gambling & Casinos,TRUE,NA,Casinos,D,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
John Oyler,2133,1300,55,M,United States,Nevada,NA,Healthcare,TRUE,NA,Biotech,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
William Teh Lee Pang,2133,1300,NA,M,NA,NA,NA,Finance & Investments,FALSE,NA,Banking,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pedersen & family,2133,1300,87,M,United States,Virginia,McLean,Manufacturing,TRUE,NA,Defense contractor,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Qu Miranda,2133,1300,38,F,China,NA,Shanghai,Fashion & Retail,TRUE,NA,E-commerce,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jupally Rameshwar Rao,2133,1300,67,M,India,NA,Hyderabad,Real Estate,TRUE,NA,Real estate,U,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
G. M. Rao,2133,1300,72,M,India,NA,Bangalore,Logistics,TRUE,NA,Infrastructure,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
P.V. Ramprasad Reddy,2133,1300,65,M,India,NA,Hyderabad,Healthcare,TRUE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Satish Reddy,2133,1300,55,M,India,NA,Hyderabad,Healthcare,FALSE,NA,Pharmaceuticals,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Fernando Roig,2133,1300,75,M,Spain,NA,Valencia,Fashion & Retail,FALSE,NA,Supermarkets,D,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Igor Rotenberg,2133,1300,49,M,Russia,NA,Moscow,Diversified,TRUE,NA,"Investments, real estate",R,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Seifeddin Rustamov,2133,1300,60,M,United States,Virginia,NA,Manufacturing,TRUE,NA,Chemicals,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Deniz Sahenk,2133,1300,77,F,Turkey,NA,Istanbul,Diversified,FALSE,NA,Diversified,E,542.4388079,227.63266070000003,907118000000,87253000000,102.4877014,102.4877014,78.475,84979913,10.465,38.963745,35.243322
